2R	1	6112539	6212131	99592	1e-08
2R	0	6212874	6512495	299621	0
2R	1	6512497	6812469	299972	1e-08
2R	0	6812546	7012485	199939	0
2R	0	7112503	7312414	199911	0
2R	1	7312542	7412306	99764	1e-08
2R	1	7512980	7608445	95465	1e-08
2R	0	7712542	7812479	99937	0
2R	1	7912502	8012409	99907	1e-08
2R	0	8012561	8106990	94429	0
2R	1	8114071	8212492	98421	1e-08
2R	0	8212616	8312309	99693	0
2R	1	8312528	8412472	99944	1e-08
2R	0	8412534	8512489	99955	0
2R	1	8512539	8712479	199940	1e-08
2R	0	8712532	8812447	99915	0
2R	1	8812581	9312323	499742	1e-08
2R	6	9412547	9512353	99806	6e-08
2R	3	9512530	9612470	99940	3e-08
2R	1	9612599	9712362	99763	1e-08
2R	4	9713112	9812469	99357	4e-08
2R	1	9812528	10012476	199948	1e-08
2R	1	10112595	10212471	99876	1e-08
2R	3	10212658	10312476	99818	3e-08
2R	3	10712503	10812468	99965	3e-08
2R	4	10812496	10912481	99985	4e-08
2R	3	10912526	11009681	97155	3e-08
2R	8	11019019	11112437	93418	8e-08
2R	4	11112626	11212480	99854	4e-08
2R	3	11212549	11312472	99923	3e-08
2R	1	11312613	11412463	99850	1e-08
2R	4	11512564	11612475	99911	4e-08
2R	8	11612501	11712478	99977	8e-08
2R	1	11812892	11912487	99595	1e-08
2R	3	11912500	12012452	99952	3e-08
2R	8	12012566	12112418	99852	8e-08
2R	3	12112722	12212495	99773	3e-08
2R	6	12212518	12312382	99864	6e-08
2R	3	12312517	12512418	199901	3e-08
2R	4	12512511	12612490	99979	4e-08
2R	7	12612502	12707546	95044	7e-08
2R	8	12715925	12812436	96511	8e-08
2R	6	12912620	13012487	99867	6e-08
2R	1	13112560	13212487	99927	1e-08
2R	3	13612619	13712477	99858	3e-08
2R	1	13712562	13812473	99911	1e-08
2R	4	13812600	13912458	99858	4e-08
2R	7	14012584	14112389	99805	7e-08
2R	4	14112533	14312376	199843	4e-08
2R	5	14312505	14412427	99922	5e-08
2R	3	14512505	14612495	99990	3e-08
2R	1	14812658	14912471	99813	1e-08
2R	4	14912537	15012169	99632	4e-08
2R	6	15012502	15112488	99986	6e-08
2R	1	15112503	15312420	199917	1e-08
2R	3	15312504	15412393	99889	3e-08
2R	1	15412505	15512493	99988	1e-08
2R	4	15512511	15612492	99981	4e-08
2R	3	15612561	15712411	99850	3e-08
2R	4	15712537	15812468	99931	4e-08
2R	4	15912546	16112473	199927	4e-08
2R	7	16112497	16212461	99964	7e-08
2R	8	16212641	16312424	99783	8e-08
2R	3	16312508	16412461	99953	3e-08
2R	4	16412550	16512451	99901	4e-08
2R	5	16512517	16612481	99964	5e-08
2R	8	16612536	16712463	99927	8e-08
2R	4	16712558	16812491	99933	4e-08
2R	3	16912566	17012428	99862	3e-08
2R	3	17112504	17212493	99989	3e-08
2R	5	17312500	17412483	99983	5e-08
2R	3	17412514	17512414	99900	3e-08
2R	1	17512607	17612436	99829	1e-08
2R	3	17612528	17712400	99872	3e-08
2R	4	17812512	17912452	99940	4e-08
2R	8	17912525	18012374	99849	8e-08
2R	4	18012683	18111715	99032	4e-08
2R	3	18115616	18212465	96849	3e-08
2R	6	18212500	18312482	99982	6e-08
2R	3	18312508	18612489	299981	3e-08
2R	7	18612498	18712464	99966	7e-08
2R	4	18712512	18812422	99910	4e-08
2R	9	18812526	18912377	99851	9e-08
2R	4	18912533	19112436	199903	4e-08
2R	6	19112537	19212468	99931	6e-08
2R	5	19212501	19312446	99945	5e-08
2R	4	19312504	19412450	99946	4e-08
2R	1	19615612	19712424	96812	1e-08
2R	0	19712504	19812403	99899	0
2R	0	20012537	20112475	99938	0
2R	3	20112527	20212484	99957	3e-08
2R	5	20212500	20412480	199980	5e-08
2R	3	20412532	20512493	99961	3e-08
2R	4	20512524	20612493	99969	4e-08
2R	7	20612499	20712481	99982	7e-08
2R	4	20712513	20812351	99838	4e-08
2R	3	20812586	20912487	99901	3e-08
2R	7	20912512	21012495	99983	7e-08
2R	3	21012508	21112493	99985	3e-08
2R	5	21112500	21212493	99993	5e-08
2R	7	21212497	21312492	99995	7e-08
2R	3	21312510	21412482	99972	3e-08
2R	6	21512624	21612486	99862	6e-08
2R	5	21612506	21712432	99926	5e-08
2R	3	21712542	21809575	97033	3e-08
2R	3	22012567	22112472	99905	3e-08
2R	1	22312557	22412480	99923	1e-08
2R	8	22412498	22512477	99979	8e-08
2R	3	22512546	22612469	99923	3e-08
2R	3	22812504	22912418	99914	3e-08
2R	3	23012487	23112468	99981	3e-08
2R	1	23212486	23412468	199982	1e-08
2R	7	23412484	23512419	99935	7e-08
2R	6	23512519	23612456	99937	6e-08
2R	4	23612494	23712476	99982	4e-08
2R	6	23712514	23812348	99834	6e-08
2R	3	24212485	24311862	99377	3e-08
2R	1	24312632	24412266	99634	1e-08
2R	1	24512656	24612430	99774	1e-08
2R	4	24812633	24912312	99679	4e-08
2R	0	24912685	25212439	299754	0
3L	0	19809	299990	280181	0
3L	1	300017	399783	99766	1e-08
3L	0	400062	599754	199692	0
3L	1	600190	699789	99599	1e-08
3L	1	800025	999997	199972	1e-08
3L	3	1000080	1099980	99900	3e-08
3L	4	1400015	1599976	199961	4e-08
3L	1	1700134	1799985	99851	1e-08
3L	3	1800126	1899983	99857	3e-08
3L	4	1900047	2000000	99953	4e-08
3L	1	2000072	2099985	99913	1e-08
3L	5	2100051	2199961	99910	5e-08
3L	1	2400052	2499985	99933	1e-08
3L	4	2500006	2600000	99994	4e-08
3L	3	2600159	2699987	99828	3e-08
3L	5	2700046	2799956	99910	5e-08
3L	1	2800068	2899981	99913	1e-08
3L	1	3000034	3199937	199903	1e-08
3L	1	3300065	3399978	99913	1e-08
3L	1	3500114	3699995	199881	1e-08
3L	4	3700053	3999873	299820	4e-08
3L	3	4100006	4199997	99991	3e-08
3L	4	4300003	4399996	99993	4e-08
3L	4	4500019	4599980	99961	4e-08
3L	7	4600032	4699950	99918	7e-08
3L	3	4900056	4999996	99940	3e-08
3L	5	5000020	5099983	99963	5e-08
3L	5	5206901	5306782	99881	5e-08
3L	3	5306948	5406881	99933	3e-08
3L	3	5806918	5906860	99942	3e-08
3L	1	5906904	6306858	399954	1e-08
3L	1	6432136	6506894	74758	1e-08
3L	3	6506918	6606826	99908	3e-08
3L	1	6607072	6806857	199785	1e-08
3L	3	6906926	7106845	199919	3e-08
3L	5	7106918	7206796	99878	5e-08
3L	3	7206936	7306830	99894	3e-08
3L	3	7406918	7506870	99952	3e-08
3L	1	7606960	7806817	199857	1e-08
3L	3	7807081	8006757	199676	3e-08
3L	4	8006962	8106812	99850	4e-08
3L	3	8406946	8506858	99912	3e-08
3L	4	8506983	8806750	299767	4e-08
3L	3	8806944	8906822	99878	3e-08
3L	1	8907008	9106746	199738	1e-08
3L	5	9107329	9206898	99569	5e-08
3L	8	9207007	9306896	99889	8e-08
3L	3	9306902	9406877	99975	3e-08
3L	1	9407075	9506819	99744	1e-08
3L	4	9506921	9606881	99960	4e-08
3L	3	9606902	9806877	199975	3e-08
3L	1	9806918	9906863	99945	1e-08
3L	3	9906946	10006878	99932	3e-08
3L	1	10006987	10106898	99911	1e-08
3L	3	10106929	10206790	99861	3e-08
3L	1	10206957	10306860	99903	1e-08
3L	5	10406981	10506821	99840	5e-08
3L	8	10506988	10606894	99906	8e-08
3L	3	10606902	10706858	99956	3e-08
3L	4	10706985	11105331	398346	4e-08
3L	3	11107000	11206744	99744	3e-08
3L	4	11207061	11306878	99817	4e-08
3L	3	11307091	11606790	299699	3e-08
3L	1	11606931	11706869	99938	1e-08
3L	0	11706957	11806868	99911	0
3L	3	12006970	12106884	99914	3e-08
3L	1	12106932	12206886	99954	1e-08
3L	6	12406909	12506895	99986	6e-08
3L	7	12506939	12606825	99886	7e-08
3L	4	12606971	12706846	99875	4e-08
3L	3	12807200	13006856	199656	3e-08
3L	1	13406913	13606882	199969	1e-08
3L	0	13606946	13706900	99954	0
3L	1	13706964	13906887	199923	1e-08
3L	3	13906949	14006702	99753	3e-08
3L	1	14107030	14206895	99865	1e-08
3L	1	14307006	14606824	299818	1e-08
3L	0	14606944	14806874	199930	0
3L	1	14806926	14906801	99875	1e-08
3L	0	14906906	15006875	99969	0
3L	1	15006947	15206834	199887	1e-08
3L	1	15306910	15406811	99901	1e-08
3L	1	15506948	15606753	99805	1e-08
3L	4	15706903	15803729	96826	4e-08
3L	1	15807215	15906856	99641	1e-08
3L	1	16007224	16106765	99541	1e-08
3L	1	16206941	16306870	99929	1e-08
3L	3	16407099	16506849	99750	3e-08
3L	1	16607433	17106893	499460	1e-08
3L	4	17107011	17206849	99838	4e-08
3L	3	17206919	17306759	99840	3e-08
3L	1	17606929	17706840	99911	1e-08
3L	0	17707001	17906837	199836	0
3L	1	17906953	18106885	199932	1e-08
3L	1	18207041	18306874	99833	1e-08
3L	0	18306939	18506030	199091	0
3L	1	18509601	18606856	97255	1e-08
3L	0	18607002	18706871	99869	0
3L	1	18706956	18906754	199798	1e-08
3L	1	19006935	19306881	299946	1e-08
3L	0	19306924	19406895	99971	0
3L	3	19406926	19505580	98654	3e-08
3L	0	19508455	19606722	98267	0
3L	0	19706922	19906820	199898	0
3L	3	19907010	20006847	99837	3e-08
3L	0	20006993	20306888	299895	0
3L	1	20306912	20406752	99840	1e-08
3L	0	20406939	21706869	1299930	0
3L	1	21707001	21806847	99846	1e-08
3L	0	21807089	24505385	2698296	0
3R	0	4175039	7474183	3299144	0
3R	1	7474331	7574253	99922	1e-08
3R	0	7574317	7774182	199865	0
3R	1	7774292	7973237	198945	1e-08
3R	0	8074298	8174232	99934	0
3R	1	8174799	8374249	199450	1e-08
3R	3	8474286	8570521	96235	3e-08
3R	1	8575179	8674273	99094	1e-08
3R	0	8674360	8874254	199894	0
3R	1	8874520	8974154	99634	1e-08
3R	0	9074398	9174184	99786	0
3R	1	9174379	9374229	199850	1e-08
3R	0	9374307	9574273	199966	0
3R	1	9574702	9674198	99496	1e-08
3R	0	9674440	9774200	99760	0
3R	1	9774400	10074179	299779	1e-08
3R	0	10074342	10374265	299923	0
3R	1	10374285	11074246	699961	1e-08
3R	4	11074293	11174172	99879	4e-08
3R	1	11174295	11274176	99881	1e-08
3R	3	11274294	11374235	99941	3e-08
3R	3	11474303	11574203	99900	3e-08
3R	1	11574314	12074218	499904	1e-08
3R	1	12174321	12274165	99844	1e-08
3R	1	12374298	12473619	99321	1e-08
3R	0	12477506	12574267	96761	0
3R	3	12574282	12674250	99968	3e-08
3R	0	12774305	12874170	99865	0
3R	1	12874281	12974245	99964	1e-08
3R	3	13074333	13174270	99937	3e-08
3R	1	13174310	13274247	99937	1e-08
3R	0	13274322	13374241	99919	0
3R	1	13374427	13774259	399832	1e-08
3R	3	13874300	13974233	99933	3e-08
3R	8	13974293	14074273	99980	8e-08
3R	3	14074309	14174211	99902	3e-08
3R	8	14374289	14474216	99927	8e-08
3R	3	14674337	14774268	99931	3e-08
3R	1	14774387	14874268	99881	1e-08
3R	4	14974378	15174186	199808	4e-08
3R	3	15274650	15374177	99527	3e-08
3R	5	15374301	15474190	99889	5e-08
3R	3	15474286	15574232	99946	3e-08
3R	1	15574340	15674172	99832	1e-08
3R	4	15674340	15774195	99855	4e-08
3R	3	15774286	15874145	99859	3e-08
3R	1	15974281	16074211	99930	1e-08
3R	1	16174296	16374248	199952	1e-08
3R	1	16574337	16874264	299927	1e-08
3R	0	16874329	16974172	99843	0
3R	1	16974314	17174207	199893	1e-08
3R	1	17274365	17374274	99909	1e-08
3R	3	17674336	17773992	99656	3e-08
3R	1	17774318	17874233	99915	1e-08
3R	4	17974282	18074223	99941	4e-08
3R	8	18174318	18274276	99958	8e-08
3R	4	18274279	18374265	99986	4e-08
3R	5	18474462	18574212	99750	5e-08
3R	3	18574390	18674246	99856	3e-08
3R	1	18674348	18774265	99917	1e-08
3R	4	18774289	18874275	99986	4e-08
3R	9	18874288	18974277	99989	9e-08
3R	4	18974310	19074275	99965	4e-08
3R	3	19074284	19174277	99993	3e-08
3R	7	19174342	19274271	99929	7e-08
3R	15	19274279	19374200	99921	1.5e-07
3R	4	19374427	19474255	99828	4e-08
3R	3	19474296	19574259	99963	3e-08
3R	5	19574293	19674202	99909	5e-08
3R	1	19674360	19774263	99903	1e-08
3R	4	19774390	19874186	99796	4e-08
3R	6	19974349	20074272	99923	6e-08
3R	4	20074352	20174162	99810	4e-08
3R	5	20174324	20274274	99950	5e-08
3R	13	20274329	20374253	99924	1.3e-07
3R	1	20374356	20474278	99922	1e-08
3R	1	20574288	20674254	99966	1e-08
3R	1	20774309	20874161	99852	1e-08
3R	3	20874354	20973998	99644	3e-08
3R	1	20974888	21074268	99380	1e-08
3R	3	21074289	21174259	99970	3e-08
3R	4	21174295	21274261	99966	4e-08
3R	0	21274295	21474262	199967	0
3R	3	21474282	21574245	99963	3e-08
3R	1	21574294	21674140	99846	1e-08
3R	3	21674299	21774182	99883	3e-08
3R	6	21774323	21874176	99853	6e-08
3R	3	21874356	22074221	199865	3e-08
3R	4	22074460	22274128	199668	4e-08
3R	3	22474342	22674264	199922	3e-08
3R	5	22674280	22874276	199996	5e-08
3R	3	22974313	23274218	299905	3e-08
3R	4	23274306	23374245	99939	4e-08
3R	6	23374396	23473845	99449	6e-08
3R	5	23574282	23674212	99930	5e-08
3R	3	23674291	23774249	99958	3e-08
3R	3	23874312	23974177	99865	3e-08
3R	1	23974447	24074256	99809	1e-08
3R	1	24174291	24374200	199909	1e-08
3R	3	24374367	24474229	99862	3e-08
3R	6	24474317	24574254	99937	6e-08
3R	3	24574327	24674241	99914	3e-08
3R	4	24674279	24774203	99924	4e-08
3R	3	24774307	24974260	199953	3e-08
3R	3	25074342	25174245	99903	3e-08
3R	1	25274282	25374265	99983	1e-08
3R	3	25474291	25674273	199982	3e-08
3R	0	25674310	25774261	99951	0
3R	3	25974292	26074170	99878	3e-08
3R	1	26074372	26274224	199852	1e-08
3R	3	26274284	26374137	99853	3e-08
3R	1	26374353	26574258	199905	1e-08
3R	4	26674285	26874234	199949	4e-08
3R	3	26874564	26974060	99496	3e-08
3R	0	26974315	27074269	99954	0
3R	3	27074283	27174260	99977	3e-08
3R	4	27174281	27274273	99992	4e-08
3R	5	27374290	27474237	99947	5e-08
3R	3	27474337	27574252	99915	3e-08
3R	4	27674284	27874266	199982	4e-08
3R	5	27874326	27974264	99938	5e-08
3R	1	27974350	28074007	99657	1e-08
3R	6	28074286	28173685	99399	6e-08
3R	1	28181125	28274209	93084	1e-08
3R	1	28474306	28674218	199912	1e-08
3R	3	28674297	28774184	99887	3e-08
3R	1	28974324	29074161	99837	1e-08
3R	1	29174530	29274265	99735	1e-08
3R	8	29274332	29374278	99946	8e-08
3R	3	29374286	29474253	99967	3e-08
3R	5	29474385	29574221	99836	5e-08
3R	1	30074578	30174191	99613	1e-08
3R	3	30174338	30274241	99903	3e-08
3R	4	30274305	30374236	99931	4e-08
3R	1	30374287	31074262	699975	1e-08
3R	1	31174279	31274276	99997	1e-08
3R	0	31274299	32073169	798870	0
X	0	122993	2305565	2182572	0
X	1	2306006	2399719	93713	1e-08
X	3	2408331	2505897	97566	3e-08
X	4	2505978	2605920	99942	4e-08
X	3	2706082	2805938	99856	3e-08
X	3	3005975	3205817	199842	3e-08
X	3	3306035	3405757	99722	3e-08
X	8	3406086	3505953	99867	8e-08
X	1	3506148	3597573	91425	1e-08
X	3	3619960	3805964	186004	3e-08
X	1	3806095	3905933	99838	1e-08
X	6	3906005	4105946	199941	6e-08
X	5	4206111	4305933	99822	5e-08
X	1	4306111	4405866	99755	1e-08
X	3	4406019	4605960	199941	3e-08
X	4	4605975	4705866	99891	4e-08
X	9	4706844	4805926	99082	9e-08
X	6	4805976	4905961	99985	6e-08
X	5	4906059	5005873	99814	5e-08
X	7	5006033	5105407	99374	7e-08
X	14	5106029	5205912	99883	1.4e-07
X	6	5206034	5305885	99851	6e-08
X	10	5306010	5405870	99860	1e-07
X	5	5406035	5505927	99892	5e-08
X	3	5605976	5705933	99957	3e-08
X	5	5706008	5905827	199819	5e-08
X	1	6005973	6105951	99978	1e-08
X	4	6206090	6305895	99805	4e-08
X	13	6406045	6505939	99894	1.3e-07
X	4	6506046	6705936	199890	4e-08
X	3	6706255	6805802	99547	3e-08
X	7	6806131	6905954	99823	7e-08
X	5	6906333	7005909	99576	5e-08
X	3	7006020	7105913	99893	3e-08
X	1	7206139	7305829	99690	1e-08
X	1	7406790	7705931	299141	1e-08
X	3	7706299	7805962	99663	3e-08
X	1	8106107	8205615	99508	1e-08
X	3	8205975	8305912	99937	3e-08
X	5	8305979	8405904	99925	5e-08
X	3	8406048	8605949	199901	3e-08
X	6	8605976	8705935	99959	6e-08
X	9	8705984	8805548	99564	9e-08
X	8	8806126	8905963	99837	8e-08
X	9	8906063	9005952	99889	9e-08
X	7	9006008	9105836	99828	7e-08
X	4	9106072	9205891	99819	4e-08
X	3	9206016	9405957	199941	3e-08
X	9	9406016	9505890	99874	9e-08
X	7	9506136	9605745	99609	7e-08
X	3	9606082	9705730	99648	3e-08
X	4	9705981	9905943	199962	4e-08
X	4	10006022	10105921	99899	4e-08
X	3	10206029	10305888	99859	3e-08
X	6	10306100	10405597	99497	6e-08
X	1	10606002	10905755	299753	1e-08
X	4	10906177	11105897	199720	4e-08
X	3	11105998	11205962	99964	3e-08
X	8	11205988	11305934	99946	8e-08
X	5	11305968	11405899	99931	5e-08
X	0	11706008	11805966	99958	0
X	1	11806002	11905806	99804	1e-08
X	3	11906377	12005922	99545	3e-08
X	6	12005968	12105643	99675	6e-08
X	5	12106069	12205906	99837	5e-08
X	3	12305983	12405946	99963	3e-08
X	6	12606032	12705948	99916	6e-08
X	7	12706075	12805914	99839	7e-08
X	4	12805970	13005947	199977	4e-08
X	3	13006001	13305936	299935	3e-08
X	4	13306074	13405884	99810	4e-08
X	7	13405969	13505812	99843	7e-08
X	3	13505987	13605965	99978	3e-08
X	3	13706058	13905886	199828	3e-08
X	5	13906035	14000873	94838	5e-08
X	3	14007460	14104738	97278	3e-08
X	4	14114177	14205853	91676	4e-08
X	5	14206157	14304081	97924	5e-08
X	4	14406010	14505933	99923	4e-08
X	6	14605972	14705574	99602	6e-08
X	12	14706025	14805877	99852	1.2e-07
X	8	14806047	14905935	99888	8e-08
X	3	15106547	15305686	199139	3e-08
X	1	15506015	15605894	99879	1e-08
X	5	15606032	15805951	199919	5e-08
X	3	15806059	15904536	98477	3e-08
X	1	16006077	16105918	99841	1e-08
X	14	16106018	16205587	99569	1.4e-07
X	4	16206107	16305824	99717	4e-08
X	3	16306040	16405929	99889	3e-08
X	1	16406165	16505826	99661	1e-08
X	8	16506024	16605844	99820	8e-08
X	3	16606310	16705967	99657	3e-08
X	5	16705997	16905804	199807	5e-08
X	3	16905981	17005879	99898	3e-08
X	1	17106068	17305939	199871	1e-08
X	3	17306156	17405823	99667	3e-08
X	1	17406146	17705820	299674	1e-08
X	3	17705985	17805785	99800	3e-08
X	3	17905988	18005777	99789	3e-08
X	1	18006269	18205915	199646	1e-08
X	0	18205975	18305669	99694	0
X	1	18306196	18405863	99667	1e-08
X	1	18506174	18705921	199747	1e-08
X	3	18705989	18805875	99886	3e-08
X	1	18906185	19205859	299674	1e-08
X	3	19206163	19305722	99559	3e-08
X	7	19306280	19405730	99450	7e-08
X	5	19506061	19605821	99760	5e-08
X	4	19706151	19905944	199793	4e-08
X	3	19906159	20005792	99633	3e-08
X	1	20006043	20105905	99862	1e-08
X	3	20106116	20228104	121988	3e-08
X	3	20329040	20628941	299901	3e-08
X	1	20629002	20728464	99462	1e-08
X	0	20729355	20828805	99450	0
X	1	20829248	20928951	99703	1e-08
X	5	20929788	21028960	99172	5e-08
X	0	21028984	21128912	99928	0
X	1	21129423	21428803	299380	1e-08
X	0	21556163	21670029	113866	0
X	1	22398595	22498076	99481	1e-08
X	0	22498269	22996152	497883	0
