#GO_term: the GO term
#Avg_gene_number: on the average this number of genes are found per simulation for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#SNP_num: using the candidate SNPs this number of genes was found for the given GO category. In --mode gene every gene is only counted once whereas in --mode snp a single gene may be counted several times dependent on the SNP
#p-value: p-value (uncorrected for multiple testing)
#FDR: FDR (p-value after adjustment for multiple testing)
#Obs_gene_number: the number of genes (uniq) found for the given GO category
#Exp_gene_number: the number of genes that could at most be found for the given GO category, i.e.: genes of the given GO category that have an corresponding entry in the annotation file and contain at least one SNP
#Total_GO_genes: total number of genes for the given GO category in the GO association file
#GO_id: description of the given GO term
#Genes: comma separated list of the gene_ids found for the given GO category
GO_term	Avg_gene_number	SNP_num	p-value	FDR	Obs_gene_number	Exp_gene_number	Total_GO_genes	GO_id	Genes
GO:0009743	0.452	2	0.07158	0.971690529	2	26	26	response to carbohydrate	"fbgn0024150,fbgn0011582"
GO:0032922	0.074	1	0.07184	0.971690529	1	7	7	circadian regulation of gene expression	fbgn0023076
GO:0000242	0.074	1	0.07206	0.971690529	1	12	12	pericentriolar material	fbgn0034530
GO:0000266	0.074	1	0.07232	0.971690529	1	8	9	mitochondrial fission	fbgn0003392
GO:0060271	0.446	2	0.07245	0.971690529	2	67	69	cilium morphogenesis	"fbgn0034452,fbgn0263113"
GO:0015036	0.075	1	0.07247	0.971690529	1	25	27	disulfide oxidoreductase activity	fbgn0011761
GO:0003954	0.075	1	0.07252	0.971690529	1	29	43	NADH dehydrogenase activity	fbgn0034251
GO:0008542	0.074	1	0.07379	0.971690529	1	4	6	visual learning	fbgn0011582
GO:0044446	19.705	26	0.07446	0.971690529	26	2584	2948	intracellular organelle part	"fbgn0028382,fbgn0053180,fbgn0024187,fbgn0034566,fbgn0034205,fbgn0030687,fbgn0003862,fbgn0265487,fbgn0038704,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030662,fbgn0034231,fbgn0038205,fbgn0034521,fbgn0027083,fbgn0263667,fbgn0034251,fbgn0034495,fbgn0034530,fbgn0065035,fbgn0014391,fbgn0003435,fbgn0038223,fbgn0003392"
GO:0031058	0.078	1	0.07519	0.971690529	1	17	19	positive regulation of histone modification	fbgn0263667
GO:0009166	0.078	1	0.07596	0.971690529	1	14	14	nucleotide catabolic process	fbgn0034225
GO:0035271	0.079	1	0.07644	0.971690529	1	5	5	ring gland development	fbgn0003463
GO:0003401	0.079	1	0.0772	0.971690529	1	5	5	axis elongation	fbgn0004364
GO:0008105	1.016	3	0.07764	0.971690529	3	47	47	asymmetric protein localization	"fbgn0001105,fbgn0263197,fbgn0260934"
GO:1901292	0.08	1	0.07771	0.971690529	1	16	16	nucleoside phosphate catabolic process	fbgn0034225
GO:0006120	0.081	1	0.07801	0.971690529	1	30	37	"mitochondrial electron transport, NADH to ubiquinone"	fbgn0034251
GO:0043679	0.081	1	0.07802	0.971690529	1	8	8	axon terminus	fbgn0030706
GO:0044265	2.332	5	0.07851	0.971690529	5	356	373	cellular macromolecule catabolic process	"fbgn0261786,fbgn0034218,fbgn0034231,fbgn0038202,fbgn0029006"
GO:0031072	0.082	1	0.07894	0.971690529	1	30	34	heat shock protein binding	fbgn0034454
GO:0032580	0.082	1	0.07959	0.971690529	1	6	6	Golgi cisterna membrane	fbgn0030662
GO:0090101	0.495	2	0.08019	0.971690529	2	24	25	negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	"fbgn0003463,fbgn0029006"
GO:0005797	0.083	1	0.0806	0.971690529	1	12	12	Golgi medial cisterna	fbgn0034521
GO:0001228	1.668	4	0.08092	0.971690529	4	57	63	"transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding"	"fbgn0039683,fbgn0004795,fbgn0002914,fbgn0016694"
GO:0005747	0.084	1	0.08093	0.971690529	1	36	52	mitochondrial respiratory chain complex I	fbgn0034251
GO:0030964	0.084	1	0.08093	0.971690529	1	36	52	NADH dehydrogenase complex	fbgn0034251
GO:0045271	0.084	1	0.08093	0.971690529	1	36	52	respiratory chain complex I	fbgn0034251
GO:0044306	0.085	1	0.08153	0.971690529	1	9	9	neuron projection terminus	fbgn0030706
GO:0005048	0.085	1	0.08163	0.971690529	1	29	32	signal sequence binding	fbgn0034205
GO:0009152	1.035	3	0.08168	0.971690529	3	76	82	purine ribonucleotide biosynthetic process	"fbgn0022710,fbgn0024150,fbgn0014391"
GO:0055029	0.086	1	0.08208	0.971690529	1	37	38	nuclear DNA-directed RNA polymerase complex	fbgn0030687
GO:0006807	12.793	18	0.08258	0.971690529	18	2003	2562	nitrogen compound metabolic process	"fbgn0038237,fbgn0028382,fbgn0022710,fbgn0030687,fbgn0038704,fbgn0034225,fbgn0024150,fbgn0035838,fbgn0002914,fbgn0030662,fbgn0030660,fbgn0027093,fbgn0015949,fbgn0027083,fbgn0065035,fbgn0014391,fbgn0003435,fbgn0016694"
GO:0006164	1.041	3	0.08262	0.971690529	3	78	84	purine nucleotide biosynthetic process	"fbgn0022710,fbgn0024150,fbgn0014391"
GO:0044422	20.85	27	0.08347	0.971690529	27	2657	3025	organelle part	"fbgn0028382,fbgn0053180,fbgn0024187,fbgn0034566,fbgn0034205,fbgn0030687,fbgn0003862,fbgn0265487,fbgn0263113,fbgn0038704,fbgn0263197,fbgn0267791,fbgn0002914,fbgn0030662,fbgn0034231,fbgn0038205,fbgn0034521,fbgn0027083,fbgn0263667,fbgn0034251,fbgn0034495,fbgn0034530,fbgn0065035,fbgn0014391,fbgn0003435,fbgn0038223,fbgn0003392"
GO:0033178	0.087	1	0.08363	0.971690529	1	20	21	"proton-transporting two-sector ATPase complex, catalytic domain"	fbgn0014391
GO:0005643	0.088	1	0.08414	0.971690529	1	32	35	nuclear pore	fbgn0053180
GO:0051258	0.088	1	0.08438	0.971690529	1	16	16	protein polymerization	fbgn0003392
GO:0043170	25.411	32	0.0851	0.971690529	32	3053	3678	macromolecule metabolic process	"fbgn0261786,fbgn0028382,fbgn0259110,fbgn0034202,fbgn0030687,fbgn0034218,fbgn0034459,fbgn0011817,fbgn0003862,fbgn0030674,fbgn0038704,fbgn0035838,fbgn0002914,fbgn0260934,fbgn0030662,fbgn0034231,fbgn0030660,fbgn0027093,fbgn0034518,fbgn0266354,fbgn0038202,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0263667,fbgn0262570,fbgn0065035,fbgn0003435,fbgn0052369,fbgn0016694,fbgn0003392,fbgn0029006"
GO:0008380	1.06	3	0.08561	0.971690529	3	211	240	RNA splicing	"fbgn0028382,fbgn0038704,fbgn0035838"
GO:0006378	0.089	1	0.08605	0.971690529	1	23	25	mRNA polyadenylation	fbgn0015949
GO:0007299	0.089	1	0.08633	0.971690529	1	6	6	ovarian follicle cell-cell adhesion	fbgn0016701
GO:0000428	0.092	1	0.08742	0.971690529	1	38	39	DNA-directed RNA polymerase complex	fbgn0030687
GO:0030880	0.092	1	0.08742	0.971690529	1	38	39	RNA polymerase complex	fbgn0030687
GO:0009260	1.063	3	0.08745	0.971690529	3	82	88	ribonucleotide biosynthetic process	"fbgn0022710,fbgn0024150,fbgn0014391"
GO:0046390	1.063	3	0.08745	0.971690529	3	82	88	ribose phosphate biosynthetic process	"fbgn0022710,fbgn0024150,fbgn0014391"
GO:1902410	0.091	1	0.08806	0.971690529	1	6	6	mitotic cytokinetic process	fbgn0003392
GO:0044455	0.509	2	0.08887	0.971690529	2	144	179	mitochondrial membrane part	"fbgn0034251,fbgn0014391"
GO:0044183	0.093	1	0.08934	0.971690529	1	25	31	protein binding involved in protein folding	fbgn0027329
GO:0051169	0.514	2	0.08988	0.971690529	2	111	120	nuclear transport	"fbgn0053180,fbgn0034205"
GO:0006396	2.406	5	0.08988	0.971690529	5	500	551	RNA processing	"fbgn0028382,fbgn0038704,fbgn0035838,fbgn0015949,fbgn0003435"
GO:0006913	0.514	2	0.08988	0.971690529	2	111	120	nucleocytoplasmic transport	"fbgn0053180,fbgn0034205"
GO:0098798	0.514	2	0.09041	0.971690529	2	145	181	mitochondrial protein complex	"fbgn0034251,fbgn0014391"
GO:0045170	0.093	1	0.09046	0.971690529	1	6	7	spectrosome	fbgn0263391
GO:0019731	0.094	1	0.09072	0.971690529	1	25	28	antibacterial humoral response	fbgn0004364
GO:0009150	1.748	4	0.0908	0.971690529	4	122	129	purine ribonucleotide metabolic process	"fbgn0038237,fbgn0022710,fbgn0024150,fbgn0014391"
GO:0008062	0.094	1	0.09086	0.971690529	1	10	11	eclosion rhythm	fbgn0023076
GO:0014074	0.094	1	0.09089	0.971690529	1	14	14	response to purine-containing compound	fbgn0024150
GO:0045732	0.52	2	0.09091	0.971690529	2	45	45	positive regulation of protein catabolic process	"fbgn0052369,fbgn0029006"
GO:0003755	0.095	1	0.09162	0.971690529	1	31	31	peptidyl-prolyl cis-trans isomerase activity	fbgn0028382
GO:0007178	1.128	3	0.09206	0.971690529	3	31	35	transmembrane receptor protein serine/threonine kinase signaling pathway	"fbgn0003463,fbgn0030706,fbgn0029006"
GO:0006163	1.766	4	0.09329	0.971690529	4	126	133	purine nucleotide metabolic process	"fbgn0038237,fbgn0022710,fbgn0024150,fbgn0014391"
GO:0044429	1.742	4	0.09357	0.971690529	4	427	485	mitochondrial part	"fbgn0027083,fbgn0034251,fbgn0014391,fbgn0003392"
GO:0016859	0.098	1	0.094	0.971690529	1	34	34	cis-trans isomerase activity	fbgn0028382
GO:0031124	0.098	1	0.09436	0.971690529	1	28	31	mRNA 3'-end processing	fbgn0015949
GO:0015986	0.099	1	0.09452	0.971690529	1	26	30	ATP synthesis coupled proton transport	fbgn0014391
GO:0015985	0.099	1	0.09452	0.971690529	1	26	30	"energy coupled proton transport, down electrochemical gradient"	fbgn0014391
GO:0006446	0.098	1	0.09494	0.971690529	1	20	25	regulation of translational initiation	fbgn0034237
GO:0007378	0.097	1	0.09496	0.971690529	1	6	6	amnioserosa formation	fbgn0003463
GO:0044238	30.308	37	0.09517	0.971690529	37	3757	4399	primary metabolic process	"fbgn0261786,fbgn0038237,fbgn0028382,fbgn0022710,fbgn0259110,fbgn0034202,fbgn0030687,fbgn0034218,fbgn0034459,fbgn0011817,fbgn0003862,fbgn0053080,fbgn0030674,fbgn0038704,fbgn0034225,fbgn0024150,fbgn0035838,fbgn0002914,fbgn0260934,fbgn0034231,fbgn0030660,fbgn0027093,fbgn0034518,fbgn0266354,fbgn0038202,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0263667,fbgn0034491,fbgn0262570,fbgn0065035,fbgn0014391,fbgn0003435,fbgn0052369,fbgn0016694,fbgn0029006"
GO:0009259	1.776	4	0.09531	0.971690529	4	128	135	ribonucleotide metabolic process	"fbgn0038237,fbgn0022710,fbgn0024150,fbgn0014391"
GO:0044445	1.101	3	0.09573	0.971690529	3	164	282	cytosolic part	"fbgn0022710,fbgn0027329,fbgn0024150"
GO:0055086	2.443	5	0.0958	0.971690529	5	231	239	nucleobase-containing small molecule metabolic process	"fbgn0038237,fbgn0022710,fbgn0034225,fbgn0024150,fbgn0014391"
GO:0034660	1.098	3	0.09595	0.971690529	3	302	323	ncRNA metabolic process	"fbgn0030660,fbgn0027093,fbgn0027083"
GO:0019693	1.781	4	0.09604	0.971690529	4	132	139	ribose phosphate metabolic process	"fbgn0038237,fbgn0022710,fbgn0024150,fbgn0014391"
GO:0031145	0.102	1	0.09734	0.971690529	1	20	21	anaphase-promoting complex-dependent proteasomal ubiquitin-dependent protein catabolic process	fbgn0034231
GO:0044431	1.77	4	0.09749	0.971690529	4	177	184	Golgi apparatus part	"fbgn0024187,fbgn0030662,fbgn0034521,fbgn0038223"
GO:0043631	0.102	1	0.09762	0.971690529	1	25	27	RNA polyadenylation	fbgn0015949
GO:0043234	19.383	25	0.09776	0.971690529	25	2017	2301	protein complex	"fbgn0001105,fbgn0028382,fbgn0022710,fbgn0027329,fbgn0034566,fbgn0030687,fbgn0034452,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0263113,fbgn0024150,fbgn0002914,fbgn0034231,fbgn0034237,fbgn0027093,fbgn0038205,fbgn0038202,fbgn0034529,fbgn0263667,fbgn0034251,fbgn0034495,fbgn0014391,fbgn0034540,fbgn0029006"
GO:0044428	9.729	14	0.09806	0.971690529	14	1147	1343	nuclear part	"fbgn0028382,fbgn0053180,fbgn0034205,fbgn0030687,fbgn0003862,fbgn0265487,fbgn0038704,fbgn0267791,fbgn0002914,fbgn0034231,fbgn0263667,fbgn0034495,fbgn0065035,fbgn0003435"
GO:0031966	0.522	2	0.09858	0.971690529	2	130	139	mitochondrial membrane	"fbgn0014391,fbgn0003392"
GO:0045172	0.543	2	0.09863	0.971690529	2	19	19	germline ring canal	"fbgn0260934,fbgn0263391"
GO:0006754	0.103	1	0.09874	0.971690529	1	27	31	ATP biosynthetic process	fbgn0014391
GO:0042073	0.103	1	0.09879	0.971690529	1	18	19	intraciliary transport	fbgn0034452
GO:0016667	0.104	1	0.09892	0.971690529	1	36	42	"oxidoreductase activity, acting on a sulfur group of donors"	fbgn0011761
GO:0072522	1.116	3	0.09996	0.971690529	3	90	96	purine-containing compound biosynthetic process	"fbgn0022710,fbgn0024150,fbgn0014391"
GO:0007354	0.103	1	0.10001	0.971690529	1	6	8	"zygotic determination of anterior/posterior axis, embryo"	fbgn0003463
GO:0009206	0.105	1	0.1003	0.971690529	1	31	36	purine ribonucleoside triphosphate biosynthetic process	fbgn0014391
GO:0009145	0.105	1	0.1003	0.971690529	1	31	36	purine nucleoside triphosphate biosynthetic process	fbgn0014391
GO:0071704	33.266	40	0.10032	0.971690529	40	4105	4774	organic substance metabolic process	"fbgn0261786,fbgn0038237,fbgn0028382,fbgn0022710,fbgn0259110,fbgn0034202,fbgn0030687,fbgn0034218,fbgn0034459,fbgn0011817,fbgn0003862,fbgn0053080,fbgn0011761,fbgn0030674,fbgn0038704,fbgn0034225,fbgn0024150,fbgn0035838,fbgn0002914,fbgn0260934,fbgn0030662,fbgn0034231,fbgn0030660,fbgn0027093,fbgn0034518,fbgn0266354,fbgn0038202,fbgn0034521,fbgn0015949,fbgn0027083,fbgn0263667,fbgn0034491,fbgn0262570,fbgn0065035,fbgn0014391,fbgn0003435,fbgn0052369,fbgn0016694,fbgn0003392,fbgn0029006"
GO:0006457	0.539	2	0.1008	0.973205344	2	132	147	protein folding	"fbgn0028382,fbgn0027329"
GO:0000151	1.14	3	0.10268	0.984759073	3	148	153	ubiquitin ligase complex	"fbgn0034231,fbgn0038202,fbgn0029006"
GO:0019236	0.113	1	0.10351	0.987002231	1	28	28	response to pheromone	fbgn0034470
GO:0035062	0.108	1	0.1039	0.987002231	1	5	5	omega speckle	fbgn0267791
GO:0006458	0.109	1	0.10402	0.987002231	1	30	35	'de novo' protein folding	fbgn0027329
GO:2000146	0.111	1	0.10571	0.9877627	1	8	8	negative regulation of cell motility	fbgn0034540
GO:0030336	0.111	1	0.10571	0.9877627	1	8	8	negative regulation of cell migration	fbgn0034540
GO:0018205	0.556	2	0.10584	0.9877627	2	128	138	peptidyl-lysine modification	"fbgn0003862,fbgn0263667"
GO:0090288	0.578	2	0.10611	0.9877627	2	22	23	negative regulation of cellular response to growth factor stimulus	"fbgn0003463,fbgn0029006"
GO:0005811	0.112	1	0.10622	0.9877627	1	17	18	lipid particle	fbgn0034491
GO:0004536	0.111	1	0.1063	0.9877627	1	29	36	deoxyribonuclease activity	fbgn0038704
GO:0004842	1.842	4	0.10683	0.9877627	4	170	177	ubiquitin-protein transferase activity	"fbgn0030674,fbgn0034231,fbgn0052369,fbgn0029006"
GO:0032991	23.262	29	0.10716	0.9877627	29	2559	3024	macromolecular complex	"fbgn0001105,fbgn0028382,fbgn0022710,fbgn0027329,fbgn0034566,fbgn0030687,fbgn0034452,fbgn0003345,fbgn0003862,fbgn0023076,fbgn0263113,fbgn0038704,fbgn0024150,fbgn0267791,fbgn0002914,fbgn0034231,fbgn0034237,fbgn0027093,fbgn0038205,fbgn0038202,fbgn0034529,fbgn0263667,fbgn0034251,fbgn0034495,fbgn0065035,fbgn0014391,fbgn0034540,fbgn0003392,fbgn0029006"
GO:0048383	0.111	1	0.10747	0.9877627	1	6	6	mesectoderm development	fbgn0001105
GO:0032239	0.111	1	0.10812	0.9877627	1	8	8	regulation of nucleobase-containing compound transport	fbgn0038237
GO:0019787	1.851	4	0.1084	0.9877627	4	177	185	ubiquitin-like protein transferase activity	"fbgn0030674,fbgn0034231,fbgn0052369,fbgn0029006"
GO:0006259	1.839	4	0.10849	0.9877627	4	279	320	DNA metabolic process	"fbgn0038704,fbgn0002914,fbgn0065035,fbgn0016694"
GO:0046068	1.208	3	0.10939	0.987987094	3	28	29	cGMP metabolic process	"fbgn0038237,fbgn0022710,fbgn0024150"
GO:0018024	0.115	1	0.10966	0.987987094	1	14	16	histone-lysine N-methyltransferase activity	fbgn0003862
GO:0044441	0.568	2	0.11076	0.990368577	2	75	82	ciliary part	"fbgn0034566,fbgn0263113"
GO:0008574	0.116	1	0.11084	0.990368577	1	13	15	"ATP-dependent microtubule motor activity, plus-end-directed"	fbgn0038205
GO:0060090	0.581	2	0.1111	0.99051306	2	61	316	"binding, bridging"	"fbgn0261786,fbgn0024187"
GO:0006900	0.12	1	0.11403	1	1	10	10	membrane budding	fbgn0003392
GO:0030952	0.593	2	0.11448	1	2	34	35	establishment or maintenance of cytoskeleton polarity	"fbgn0001105,fbgn0260934"
GO:0016278	0.12	1	0.1146	1	1	17	19	lysine N-methyltransferase activity	fbgn0003862
GO:0016279	0.12	1	0.1146	1	1	17	19	protein-lysine N-methyltransferase activity	fbgn0003862
GO:1904666	0.121	1	0.11547	1	1	20	20	regulation of ubiquitin protein ligase activity	fbgn0034231
GO:0045171	0.595	2	0.11573	1	2	22	23	intercellular bridge	"fbgn0260934,fbgn0263391"
GO:0003697	0.122	1	0.11575	1	1	36	47	single-stranded DNA binding	fbgn0038704
GO:0030133	0.123	1	0.1171	1	1	25	26	transport vesicle	fbgn0024187
GO:0009201	0.124	1	0.11775	1	1	32	37	ribonucleoside triphosphate biosynthetic process	fbgn0014391
GO:0048148	0.124	1	0.11859	1	1	9	10	behavioral response to cocaine	fbgn0023076
GO:0043519	0.125	1	0.12015	1	1	7	7	regulation of myosin II filament organization	fbgn0001105
GO:0045745	0.125	1	0.12065	1	1	5	5	positive regulation of G-protein coupled receptor protein signaling pathway	fbgn0014391
GO:0030204	0.126	1	0.12101	1	1	9	10	chondroitin sulfate metabolic process	fbgn0030662
GO:0000790	0.613	2	0.12132	1	2	66	96	nuclear chromatin	"fbgn0002914,fbgn0065035"
GO:0043506	0.128	1	0.12188	1	1	8	8	regulation of JUN kinase activity	fbgn0024187
GO:0016567	1.928	4	0.12372	1	4	210	219	protein ubiquitination	"fbgn0030674,fbgn0034231,fbgn0052369,fbgn0029006"
GO:0043543	0.614	2	0.12398	1	2	103	110	protein acylation	"fbgn0034202,fbgn0003862"
GO:0010181	0.129	1	0.12431	1	1	10	10	FMN binding	fbgn0034251
GO:0030709	0.13	1	0.12442	1	1	4	5	border follicle cell delamination	fbgn0260934
GO:0051340	0.131	1	0.12455	1	1	25	25	regulation of ligase activity	fbgn0034231
GO:0016796	0.132	1	0.12471	1	1	22	23	"exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters"	fbgn0038704
GO:0004519	0.133	1	0.12483	1	1	53	59	endonuclease activity	fbgn0035838
GO:0009142	0.133	1	0.12491	1	1	35	40	nucleoside triphosphate biosynthetic process	fbgn0014391
GO:0008586	1.998	4	0.12492	1	4	47	54	imaginal disc-derived wing vein morphogenesis	"fbgn0011817,fbgn0003463,fbgn0260938,fbgn0263667"
GO:0048135	0.132	1	0.12532	1	1	13	13	female germ-line cyst formation	fbgn0263391
GO:0072521	1.939	4	0.12548	1	4	161	168	purine-containing compound metabolic process	"fbgn0038237,fbgn0022710,fbgn0024150,fbgn0014391"
GO:0051287	0.142	1	0.12551	1	1	37	39	NAD binding	fbgn0034251
GO:0051536	0.133	1	0.12565	1	1	40	47	iron-sulfur cluster binding	fbgn0034251
GO:0051540	0.133	1	0.12565	1	1	40	47	metal cluster binding	fbgn0034251
GO:0033227	0.134	1	0.12595	1	1	25	26	dsRNA transport	fbgn0030674
GO:0022402	5.041	8	0.1264	1	8	544	690	cell cycle process	"fbgn0027329,fbgn0011761,fbgn0002914,fbgn0034495,fbgn0034530,fbgn0016694,fbgn0003392,fbgn0263391"
GO:0050907	0.616	2	0.12734	1	2	98	103	detection of chemical stimulus involved in sensory perception	"fbgn0030715,fbgn0024150"
GO:0035076	0.135	1	0.12938	1	1	11	12	ecdysone receptor-mediated signaling pathway	fbgn0263667
GO:0043112	0.137	1	0.13005	1	1	11	11	receptor metabolic process	fbgn0003392
GO:0032446	1.966	4	0.13026	1	4	227	238	protein modification by small protein conjugation	"fbgn0030674,fbgn0034231,fbgn0052369,fbgn0029006"
GO:0032482	0.14	1	0.1313	1	1	34	37	Rab protein signal transduction	fbgn0016701
GO:0030716	0.647	2	0.13192	1	2	35	35	oocyte fate determination	"fbgn0260934,fbgn0263391"
GO:0009165	1.269	3	0.13358	1	3	105	112	nucleotide biosynthetic process	"fbgn0022710,fbgn0024150,fbgn0014391"
GO:0032934	0.14	1	0.13403	1	1	12	14	sterol binding	fbgn0030703
GO:0090501	0.143	1	0.13404	1	1	50	56	RNA phosphodiester bond hydrolysis	fbgn0035838
GO:0018193	2.74	5	0.1342	1	5	308	324	peptidyl-amino acid modification	"fbgn0028382,fbgn0034202,fbgn0003862,fbgn0034521,fbgn0263667"
GO:1901293	1.275	3	0.13511	1	3	107	114	nucleoside phosphate biosynthetic process	"fbgn0022710,fbgn0024150,fbgn0014391"
GO:0009057	2.744	5	0.13514	1	5	418	440	macromolecule catabolic process	"fbgn0261786,fbgn0034218,fbgn0034231,fbgn0038202,fbgn0029006"
GO:0030856	0.143	1	0.13548	1	1	6	8	regulation of epithelial cell differentiation	fbgn0260934
GO:0000775	0.145	1	0.13549	1	1	40	42	"chromosome, centromeric region"	fbgn0034495
GO:0070864	0.143	1	0.13585	1	1	6	6	sperm individualization complex	fbgn0003392
GO:0005496	0.144	1	0.13732	1	1	13	15	steroid binding	fbgn0030703
GO:0036157	0.145	1	0.13745	1	1	16	18	outer dynein arm	fbgn0034566
GO:0042054	0.147	1	0.13854	1	1	27	29	histone methyltransferase activity	fbgn0003862
GO:0098803	0.15	1	0.13934	1	1	65	89	respiratory chain complex	fbgn0034251
GO:0006487	0.15	1	0.13934	1	1	28	30	protein N-linked glycosylation	fbgn0034521
GO:0044710	15.583	20	0.14098	1	20	2074	2226	single-organism metabolic process	"fbgn0038237,fbgn0022710,fbgn0003862,fbgn0011761,fbgn0038704,fbgn0034225,fbgn0024150,fbgn0002914,fbgn0030662,fbgn0030660,fbgn0027093,fbgn0034521,fbgn0027083,fbgn0263667,fbgn0034491,fbgn0034251,fbgn0065035,fbgn0014391,fbgn0016694,fbgn0003392"
GO:0006886	2.033	4	0.14386	1	4	328	343	intracellular protein transport	"fbgn0053180,fbgn0034202,fbgn0034205,fbgn0016701"
GO:0030136	0.154	1	0.14421	1	1	16	16	clathrin-coated vesicle	fbgn0024187
GO:0005700	1.325	3	0.14491	1	3	131	139	polytene chromosome	"fbgn0003862,fbgn0002914,fbgn0263667"
GO:0007631	1.358	3	0.14498	1	3	40	44	feeding behavior	"fbgn0040726,fbgn0003435,fbgn0003392"
GO:0046434	0.156	1	0.14527	1	1	37	37	organophosphate catabolic process	fbgn0034225
GO:0043966	0.157	1	0.14671	1	1	26	30	histone H3 acetylation	fbgn0003862
GO:0031398	0.159	1	0.14865	1	1	20	20	positive regulation of protein ubiquitination	fbgn0034231
GO:0048568	0.159	1	0.14964	1	1	9	9	embryonic organ development	fbgn0003345
GO:0048619	0.16	1	0.15094	1	1	6	6	embryonic hindgut morphogenesis	fbgn0029006
GO:1903322	0.162	1	0.15126	1	1	22	22	positive regulation of protein modification by small protein conjugation or removal	fbgn0034231
GO:0019233	0.703	2	0.15148	1	2	71	75	sensory perception of pain	"fbgn0034253,fbgn0085412"
GO:0043178	0.161	1	0.15166	1	1	15	18	alcohol binding	fbgn0030703
GO:0012505	1.352	3	0.15228	1	3	233	243	endomembrane system	"fbgn0016701,fbgn0034500,fbgn0030703"
GO:0009127	0.165	1	0.15248	1	1	38	42	purine nucleoside monophosphate biosynthetic process	fbgn0014391
GO:0009168	0.165	1	0.15248	1	1	38	42	purine ribonucleoside monophosphate biosynthetic process	fbgn0014391
GO:0042176	0.704	2	0.15377	1	2	80	81	regulation of protein catabolic process	"fbgn0052369,fbgn0029006"
GO:1901655	0.165	1	0.15494	1	1	8	13	cellular response to ketone	fbgn0263667
GO:0071390	0.165	1	0.15494	1	1	8	13	cellular response to ecdysone	fbgn0263667
GO:0036315	0.165	1	0.15494	1	1	8	13	cellular response to sterol	fbgn0263667
GO:0050912	0.181	1	0.1552	1	1	22	23	detection of chemical stimulus involved in sensory perception of taste	fbgn0024150
GO:0004540	0.168	1	0.15545	1	1	45	46	ribonuclease activity	fbgn0035838
GO:0071324	0.166	1	0.15626	1	1	7	7	cellular response to disaccharide stimulus	fbgn0011582
GO:0071329	0.166	1	0.15626	1	1	7	7	cellular response to sucrose stimulus	fbgn0011582
GO:0006898	0.168	1	0.15679	1	1	15	15	receptor-mediated endocytosis	fbgn0003392
GO:0000152	0.167	1	0.15696	1	1	27	28	nuclear ubiquitin ligase complex	fbgn0034231
GO:1901137	2.105	4	0.15751	1	4	199	209	carbohydrate derivative biosynthetic process	"fbgn0022710,fbgn0024150,fbgn0030662,fbgn0014391"
GO:0032968	0.168	1	0.15754	1	1	18	18	positive regulation of transcription elongation from RNA polymerase II promoter	fbgn0003862
GO:0008170	0.171	1	0.15888	1	1	38	41	N-methyltransferase activity	fbgn0003862
GO:0008283	2.141	4	0.16101	1	4	120	131	cell proliferation	"fbgn0003345,fbgn0267791,fbgn0002914,fbgn0263391"
GO:0007307	0.172	1	0.16242	1	1	20	23	eggshell chorion gene amplification	fbgn0002914
GO:0034331	0.177	1	0.16391	1	1	12	13	cell junction maintenance	fbgn0003392
GO:0030507	0.175	1	0.16482	1	1	6	7	spectrin binding	fbgn0263197
GO:0051438	0.178	1	0.16483	1	1	28	28	regulation of ubiquitin-protein transferase activity	fbgn0034231
GO:0006277	0.175	1	0.16491	1	1	22	25	DNA amplification	fbgn0002914
GO:0008276	0.181	1	0.1671	1	1	39	41	protein methyltransferase activity	fbgn0003862
GO:0045931	0.777	2	0.168	1	2	35	37	positive regulation of mitotic cell cycle	"fbgn0261786,fbgn0002914"
GO:0032786	0.181	1	0.16803	1	1	21	21	"positive regulation of DNA-templated transcription, elongation"	fbgn0003862
GO:0004527	0.182	1	0.16831	1	1	34	36	exonuclease activity	fbgn0038704
GO:0005819	0.754	2	0.1686	1	2	49	51	spindle	"fbgn0263197,fbgn0003392"
GO:0061077	0.184	1	0.16888	1	1	50	56	chaperone-mediated protein folding	fbgn0027329
GO:0006182	0.751	2	0.16971	1	2	25	26	cGMP biosynthetic process	"fbgn0022710,fbgn0024150"
GO:0008074	0.751	2	0.16971	1	2	25	26	"guanylate cyclase complex, soluble"	"fbgn0022710,fbgn0024150"
GO:0000187	0.181	1	0.17022	1	1	9	11	activation of MAPK activity	fbgn0024187
GO:0034243	0.183	1	0.1704	1	1	23	23	regulation of transcription elongation from RNA polymerase II promoter	fbgn0003862
GO:0043406	0.182	1	0.17056	1	1	10	12	positive regulation of MAP kinase activity	fbgn0024187
GO:0001077	1.443	3	0.17065	1	3	45	49	"transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding"	"fbgn0039683,fbgn0002914,fbgn0016694"
